rcid,session,date,unres,me,nu,di,hr,co,ec
46,2,1947-09-04T00:00:00Z,R/2/299,0,0,0,0,0,0
47,2,1947-10-05T00:00:00Z,R/2/355,0,0,0,1,0,0
48,2,1947-10-06T00:00:00Z,R/2/461,0,0,0,0,0,0
49,2,1947-10-06T00:00:00Z,R/2/463,0,0,0,0,0,0
50,2,1947-10-06T00:00:00Z,R/2/465,0,0,0,0,0,0
51,2,1947-10-02T00:00:00Z,R/2/561,0,0,0,0,1,0
52,2,1947-11-06T00:00:00Z,R/2/650,0,0,0,0,1,0
53,2,1947-11-06T00:00:00Z,R/2/651,0,0,0,0,1,0
54,2,1947-11-06T00:00:00Z,R/2/651,0,0,0,0,1,0
55,2,1947-11-06T00:00:00Z,R/2/667,0,0,0,0,1,0
56,2,1947-11-01T00:00:00Z,R/2/719,0,0,0,0,1,0
57,2,1947-11-01T00:00:00Z,R/2/743,0,0,0,0,1,0
58,2,1947-11-01T00:00:00Z,R/2/744,0,0,0,0,1,0
59,2,1947-11-05T00:00:00Z,R/2/858,0,0,0,0,1,0
60,2,1947-11-06T00:00:00Z,R/2/940A,0,0,0,0,0,0
61,2,1947-11-06T00:00:00Z,R/2/940B,0,0,0,0,0,0
62,2,1947-11-01T00:00:00Z,R/2/1078A,0,0,0,0,0,0
63,2,1947-11-01T00:00:00Z,R/2/1078B,0,0,0,0,0,0
64,2,1947-11-01T00:00:00Z,R/2/1079A,0,0,0,0,0,0
65,2,1947-11-01T00:00:00Z,R/2/1079B,0,0,0,0,0,0
66,2,1947-11-01T00:00:00Z,R/2/1079C,0,0,0,0,0,0
67,2,1947-11-01T00:00:00Z,R/2/1080,0,0,0,0,0,0
68,2,1947-11-01T00:00:00Z,R/2/1095A,0,0,0,0,0,0
69,2,1947-11-01T00:00:00Z,R/2/1095B,0,0,0,0,0,0
70,2,1947-11-01T00:00:00Z,R/2/1096,0,0,0,0,0,0
71,2,1947-11-04T00:00:00Z,R/2/1169,0,0,0,0,0,0
72,2,1947-11-04T00:00:00Z,R/2/1170,0,0,0,0,0,0
73,2,1947-11-04T00:00:00Z,R/2/1214,0,0,0,0,0,0
74,2,1947-11-05T00:00:00Z,R/2/1305,0,0,0,1,0,0
75,2,1947-11-05T00:00:00Z,R/2/1306A,0,0,0,1,0,0
76,2,1947-11-05T00:00:00Z,R/2/1306B,0,0,0,1,0,0
77,2,1947-11-06T00:00:00Z,R/2/1424,1,0,0,0,0,1
175,4,1949-10-04T00:00:00Z,R/4/117,0,0,0,0,0,0
176,4,1949-10-06T00:00:00Z,R/4/150,0,0,0,1,0,0
177,4,1949-10-06T00:00:00Z,R/4/165,0,0,0,0,0,0
178,4,1949-11-05T00:00:00Z,R/4/188A,0,0,0,0,1,0
179,4,1949-11-05T00:00:00Z,R/4/188B,0,0,0,0,1,0
180,4,1949-11-05T00:00:00Z,R/4/189A,0,0,0,0,1,0
181,4,1949-11-05T00:00:00Z,R/4/189B,0,0,0,0,1,0
182,4,1949-11-06T00:00:00Z,R/4/211,0,0,0,0,0,1
183,4,1949-11-06T00:00:00Z,R/4/212,0,0,0,0,0,0
184,4,1949-11-01T00:00:00Z,R/4/264A,0,0,0,0,0,0
185,4,1949-11-01T00:00:00Z,R/4/264B,0,0,0,0,0,0
186,4,1949-11-01T00:00:00Z,R/4/264C,0,0,0,0,0,0
187,4,1949-11-01T00:00:00Z,R/4/264D,0,0,0,0,0,0
188,4,1949-11-01T00:00:00Z,R/4/264E,0,0,0,0,0,0
189,4,1949-11-01T00:00:00Z,R/4/264F,0,0,0,0,0,0
190,4,1949-11-01T00:00:00Z,R/4/265,0,0,0,0,0,0
191,4,1949-11-04T00:00:00Z,R/4/301A,0,0,0,0,1,0
192,4,1949-11-04T00:00:00Z,R/4/301B,0,0,0,0,1,0
193,4,1949-11-04T00:00:00Z,R/4/302A,0,0,0,0,1,0
194,4,1949-11-04T00:00:00Z,R/4/302B,0,0,0,0,1,0
195,4,1949-11-04T00:00:00Z,R/4/302C,0,0,0,0,1,0
196,4,1949-11-04T00:00:00Z,R/4/302D,0,0,0,0,1,0
197,4,1949-11-04T00:00:00Z,R/4/302,0,0,0,0,1,0
198,4,1949-11-06T00:00:00Z,R/4/358A,0,1,1,0,0,0
199,4,1949-11-06T00:00:00Z,R/4/358B,0,1,1,0,0,0
200,4,1949-11-06T00:00:00Z,R/4/358C,0,1,1,0,0,0
201,4,1949-11-01T00:00:00Z,R/4/383A,0,0,0,0,0,1
202,4,1949-11-01T00:00:00Z,R/4/383B,0,0,0,0,0,1
203,4,1949-11-01T00:00:00Z,R/4/383C,0,0,0,0,0,1
204,4,1949-11-01T00:00:00Z,R/4/383D,0,0,0,0,0,1
205,4,1949-11-01T00:00:00Z,R/4/383E,0,0,0,0,0,0
206,4,1949-11-01T00:00:00Z,R/4/383F,0,0,0,0,0,1
207,4,1949-11-01T00:00:00Z,R/4/384A,0,0,0,0,0,1
208,4,1949-11-01T00:00:00Z,R/4/384B,0,0,0,0,0,0
209,4,1949-11-01T00:00:00Z,R/4/384C,0,0,1,0,0,0
210,4,1949-11-01T00:00:00Z,R/4/384D,0,0,0,0,0,1
211,4,1949-11-01T00:00:00Z,R/4/384E,0,0,0,0,0,1
212,4,1949-11-01T00:00:00Z,R/4/384F,0,0,0,0,0,1
213,4,1949-11-01T00:00:00Z,R/4/385,0,0,0,0,0,1
214,4,1949-12-03T00:00:00Z,R/4/461,0,0,0,0,1,0
215,4,1949-12-03T00:00:00Z,R/4/471A,0,0,0,1,1,0
216,4,1949-12-03T00:00:00Z,R/4/471B,0,0,0,1,1,0
217,4,1949-12-03T00:00:00Z,R/4/371C,0,0,0,0,0,0
218,4,1949-12-07T00:00:00Z,R/4/535A,0,0,0,0,1,0
219,4,1949-12-07T00:00:00Z,R/4/535B,0,0,0,0,1,0
220,4,1949-12-07T00:00:00Z,R/4/535C,0,0,0,0,1,0
221,4,1949-12-07T00:00:00Z,R/4/536A,0,0,0,0,1,0
222,4,1949-12-07T00:00:00Z,R/4/536B,0,0,0,0,1,0
223,4,1949-12-07T00:00:00Z,R/4/536C,0,0,0,0,1,0
224,4,1949-12-07T00:00:00Z,R/4/537,0,0,0,0,1,0
225,4,1949-12-02T00:00:00Z,R/4/570,0,0,0,0,0,0
226,4,1949-12-02T00:00:00Z,R/4/571,0,0,0,0,0,0
227,4,1949-12-03T00:00:00Z,R/4/605A,1,0,0,0,0,0
228,4,1949-12-03T00:00:00Z,R/4/605B,1,0,0,0,0,0
229,4,1949-12-03T00:00:00Z,R/4/606A,1,0,0,0,0,0
230,4,1949-12-03T00:00:00Z,R/4/606B,1,0,0,0,0,0
231,4,1949-12-03T00:00:00Z,R/4/606C,1,0,0,0,0,0
232,4,1949-12-03T00:00:00Z,R/4/606D,1,0,0,0,0,0
233,4,1949-12-03T00:00:00Z,R/4/606E,1,0,0,0,0,0
234,4,1949-12-03T00:00:00Z,R/4/607A,1,0,0,0,0,0
235,4,1949-12-03T00:00:00Z,R/4/607,1,0,0,0,0,0
236,4,1949-12-03T00:00:00Z,R/4/607C,1,0,0,0,0,0
237,4,1949-12-03T00:00:00Z,R/4/607D,1,0,0,0,0,0
238,4,1949-12-03T00:00:00Z,R/4/613,0,0,0,0,1,0
292,6,1951-12-05T00:00:00Z,R/6/229,0,0,0,0,0,0
293,6,1951-12-04T00:00:00Z,R/6/265,0,0,0,0,0,0
294,6,1951-12-04T00:00:00Z,R/6/239,0,0,0,0,0,0
295,6,1951-12-04T00:00:00Z,R/6/287,0,0,0,0,0,0
296,6,1952-01-01T00:00:00Z,R/6/313,0,0,0,0,0,0
297,6,1952-01-02T00:00:00Z,R/6/326A,0,0,0,0,0,0
298,6,1952-01-02T00:00:00Z,R/6/326B,0,0,0,0,0,0
299,6,1952-01-02T00:00:00Z,R/6/330,0,0,0,0,0,0
300,6,1952-01-02T00:00:00Z,R/6/338,0,0,0,0,0,1
301,6,1952-01-01T00:00:00Z,R/6/348,0,0,0,0,1,0
302,6,1952-01-01T00:00:00Z,R/6/349A,0,0,0,0,1,0
303,6,1952-01-01T00:00:00Z,R/6/349B,0,0,0,0,1,0
304,6,1952-01-01T00:00:00Z,R/6/354,0,0,0,0,1,0
305,6,1952-01-02T00:00:00Z,R/6/370,0,0,0,0,1,0
306,6,1952-01-02T00:00:00Z,R/6/375A,0,0,0,0,1,0
307,6,1952-01-02T00:00:00Z,R/6/375B,0,0,0,0,1,0
308,6,1952-01-07T00:00:00Z,R/6444A,0,0,0,0,0,0
309,6,1952-01-07T00:00:00Z,R/6/444B,0,0,0,0,0,0
310,6,1952-02-04T00:00:00Z,R/6/455,0,0,0,0,0,0
311,6,1952-02-04T00:00:00Z,R/6/469,0,0,0,0,0,0
312,6,1952-02-07T00:00:00Z,R/6/492A,0,0,0,1,0,0
313,6,1952-02-07T00:00:00Z,R/6/492B,0,0,0,1,0,0
314,6,1952-02-01T00:00:00Z,R/6/518,0,0,0,1,0,0
315,6,1952-02-01T00:00:00Z,R/6/519,0,0,0,1,0,0
316,6,1952-02-01T00:00:00Z,R/6/523,0,0,0,0,0,0
366,8,1953-09-07T00:00:00Z,R/8/28,0,0,0,1,0,0
367,8,1953-10-03T00:00:00Z,R/8/255,0,0,0,1,0,0
368,8,1953-10-03T00:00:00Z,R/8/257,0,0,0,1,0,0
369,8,1953-11-03T00:00:00Z,R/8/265,0,0,0,0,1,0
370,8,1953-11-03T00:00:00Z,R/8/266A,0,0,0,0,1,0
371,8,1953-11-03T00:00:00Z,R/8/266B,0,0,0,0,1,0
372,8,1953-11-03T00:00:00Z,R/8/266C,0,0,0,0,1,0
373,8,1953-11-03T00:00:00Z,R/8/266D,0,0,0,0,1,0
374,8,1953-11-03T00:00:00Z,R/8/266E,0,0,0,0,1,0
375,8,1953-11-04T00:00:00Z,R/8/288,0,0,0,1,0,0
376,8,1953-11-04T00:00:00Z,R/8/293A,0,0,0,0,1,0
377,8,1953-11-04T00:00:00Z,R/8/293B,0,0,0,0,1,0
378,8,1953-11-06T00:00:00Z,R/8/316,0,0,0,0,1,0
379,8,1953-11-06T00:00:00Z,R/8/319,0,0,0,0,1,0
380,8,1953-11-06T00:00:00Z,R/8/320,0,0,0,0,0,0
381,8,1953-11-07T00:00:00Z,R/8/324A,0,0,0,0,1,0
382,8,1953-11-07T00:00:00Z,R/8/324B,0,0,0,0,1,0
383,8,1953-11-07T00:00:00Z,R/8/325A,0,0,0,0,1,0
384,8,1953-11-07T00:00:00Z,R/8/325B,0,0,0,0,1,0
385,8,1953-12-07T00:00:00Z,R/8/417,0,0,0,0,0,0
386,8,1953-12-04T00:00:00Z,R/8/425,0,0,0,0,0,0
387,8,1953-12-05T00:00:00Z,R/8/436,0,0,0,1,0,0
388,8,1953-12-05T00:00:00Z,R/8/437A,0,0,0,1,0,0
389,8,1953-12-05T00:00:00Z,R/8/437B,0,0,0,1,0,0
390,8,1953-12-06T00:00:00Z,R/8/455,0,0,0,0,1,0
391,8,1953-12-06T00:00:00Z,R/8/461,0,0,0,0,0,0
423,10,1955-09-07T00:00:00Z,R/10/9,0,0,0,0,0,0
424,10,1955-09-03T00:00:00Z,R/10 65,0,0,0,0,1,0
425,10,1955-09-03T00:00:00Z,R/10/196,0,0,0,0,1,0
426,10,1955-10-01T00:00:00Z,R/10/229,0,0,0,0,1,0
427,10,1955-10-03T00:00:00Z,R/10/256,0,0,0,0,0,0
428,10,1955-10-03T00:00:00Z,R/10/257,0,0,0,0,0,0
429,10,1955-10-03T00:00:00Z,R/10/258,0,0,0,0,1,1
430,10,1955-10-03T00:00:00Z,R/10/259,0,0,0,0,1,1
431,10,1955-11-05T00:00:00Z,R/10/288,0,0,0,0,0,0
432,10,1955-11-05T00:00:00Z,R/10/291A,0,0,0,0,0,0
433,10,1955-11-05T00:00:00Z,R/10/291B,0,0,0,0,0,0
434,10,1955-11-04T00:00:00Z,R/10/369,0,0,0,0,0,0
435,10,1955-11-04T00:00:00Z,R/10/370,0,0,0,0,0,0
436,10,1955-12-07T00:00:00Z,R/10/404,0,0,0,1,0,0
437,10,1955-12-02T00:00:00Z,R/10/420,0,0,0,0,0,0
438,10,1955-12-01T00:00:00Z,R/10/433A,0,0,0,0,0,0
439,10,1955-12-01T00:00:00Z,R/10/433B,0,0,0,0,0,0
440,10,1955-12-01T00:00:00Z,R/10/433C,0,0,0,0,0,0
441,10,1955-12-01T00:00:00Z,R/10/434A,0,0,0,0,0,0
442,10,1955-12-01T00:00:00Z,R/10/434B,0,0,0,0,0,0
443,10,1955-12-01T00:00:00Z,R/10/434C,0,0,0,0,0,0
444,10,1955-12-01T00:00:00Z,R/10/434D,0,0,0,0,0,0
445,10,1955-12-01T00:00:00Z,R/10/434E,0,0,0,0,0,0
446,10,1955-12-01T00:00:00Z,R/10/435A,0,0,0,0,0,0
447,10,1955-12-01T00:00:00Z,R/10/435B,0,0,0,0,0,0
448,10,1955-12-01T00:00:00Z,R/10/435C,0,0,0,0,0,0
449,10,1955-12-01T00:00:00Z,R/10/435D,0,0,0,0,0,0
450,10,1955-12-01T00:00:00Z,R/10/435E,0,0,0,0,0,0
451,10,1955-12-01T00:00:00Z,R/10/436A,0,0,0,0,0,0
452,10,1955-12-01T00:00:00Z,R/10/436B,0,0,0,0,0,0
453,10,1955-12-01T00:00:00Z,R/10/436C,0,0,0,0,0,0
454,10,1955-12-02T00:00:00Z,R/10/461A,0,0,0,0,1,0
455,10,1955-12-02T00:00:00Z,R/10/461B,0,0,0,0,0,0
456,10,1955-12-02T00:00:00Z,R/10/462,0,0,0,0,0,0
457,10,1955-12-02T00:00:00Z,R/10/464A,0,0,0,0,1,0
458,10,1955-12-02T00:00:00Z,R/10/465,0,0,0,0,0,0
459,10,1955-12-02T00:00:00Z,R/10/465,0,0,0,0,0,0
506,12,1957-09-06T00:00:00Z,R/12/52,0,0,0,1,0,0
507,12,1957-09-06T00:00:00Z,R/12/55,0,0,0,0,0,0
508,12,1957-09-06T00:00:00Z,R/12/59,0,0,0,0,1,0
509,12,1957-09-03T00:00:00Z,R/12/129,0,0,0,0,0,0
510,12,1957-09-03T00:00:00Z,R/12/130A,0,0,0,0,0,0
511,12,1957-09-03T00:00:00Z,R/12/130B,0,0,0,0,0,0
512,12,1957-09-03T00:00:00Z,R/12/130C,0,0,0,0,0,0
513,12,1957-10-05T00:00:00Z,R/12/363,0,0,0,0,0,0
514,12,1957-10-05T00:00:00Z,R/12/364,0,0,0,0,0,0
515,12,1957-10-01T00:00:00Z,R/12/369,0,0,0,0,1,0
516,12,1957-11-03T00:00:00Z,R/12/461,0,1,1,0,0,0
517,12,1957-11-03T00:00:00Z,R/12/461,0,1,1,0,0,0
518,12,1957-11-01T00:00:00Z,R/12/467,0,1,1,0,0,0
519,12,1957-11-01T00:00:00Z,R/12/490A,0,0,1,0,0,0
520,12,1957-11-01T00:00:00Z,R/12/490B,0,0,1,0,0,0
521,12,1957-11-04T00:00:00Z,R/12/514,0,0,0,0,0,0
522,12,1957-11-01T00:00:00Z,R/12/517A,0,0,0,0,1,0
523,12,1957-11-01T00:00:00Z,R/12/517B,0,0,0,0,1,0
524,12,1957-11-01T00:00:00Z,R/12/529,0,0,0,0,0,1
525,12,1957-11-01T00:00:00Z,R/12/530,0,0,0,0,0,1
526,12,1957-11-01T00:00:00Z,R/12/535,0,0,0,1,0,0
527,12,1957-11-01T00:00:00Z,R/12/536,0,0,0,0,0,0
528,12,1957-11-04T00:00:00Z,R/12/541,0,0,0,0,1,0
529,12,1957-11-04T00:00:00Z,R/12/547,0,0,0,0,1,0
530,12,1957-11-04T00:00:00Z,R/12/553,0,0,0,0,0,0
531,12,1957-11-04T00:00:00Z,R/12/557A,1,0,0,0,1,0
532,12,1957-11-04T00:00:00Z,R/12/557B,1,0,0,0,1,0
533,12,1957-12-05T00:00:00Z,R/12/588A,0,0,0,0,0,0
534,12,1957-12-05T00:00:00Z,R/12/588B,0,0,0,0,0,0
535,12,1957-12-06T00:00:00Z,R/12/596,0,0,0,0,0,0
536,12,1957-12-07T00:00:00Z,R/12/617A,0,0,0,0,0,0
537,12,1957-12-07T00:00:00Z,R/12/617B,0,0,0,0,0,0
538,12,1957-12-07T00:00:00Z,R/12/623,0,0,0,0,1,0
539,12,1957-12-07T00:00:00Z,R/12/624,0,0,0,0,0,0
573,14,1959-09-05T00:00:00Z,R/14/94,0,0,0,0,0,0
574,14,1959-09-05T00:00:00Z,R/14/95A,0,0,0,0,0,0
575,14,1959-09-05T00:00:00Z,R/14/95B,0,0,0,0,0,0
576,14,1959-09-05T00:00:00Z,R/14/95C,0,0,0,0,0,0
577,14,1959-09-05T00:00:00Z,R/14/95D,0,0,0,0,0,0
578,14,1959-09-05T00:00:00Z,R/14/108,0,0,1,0,0,0
579,14,1959-10-06T00:00:00Z,R/14/442A,0,0,0,0,0,1
580,14,1959-10-06T00:00:00Z,R/14/442B,0,0,0,0,0,1
581,14,1959-10-06T00:00:00Z,R/14/452,0,0,0,0,0,0
582,14,1959-10-03T00:00:00Z,R/14/465A,0,0,0,0,0,0
583,14,1959-10-03T00:00:00Z,R/14/465B,0,0,0,0,0,0
584,14,1959-10-01T00:00:00Z,R/14/528,0,0,0,1,0,0
585,14,1959-11-03T00:00:00Z,R/14/559,0,0,0,0,0,0
586,14,1959-11-06T00:00:00Z,R/14/585A,0,1,1,0,0,0
587,14,1959-11-06T00:00:00Z,R/14/585B,0,1,0,0,0,0
588,14,1959-11-06T00:00:00Z,R/14/585C,0,1,0,0,0,0
589,14,1959-11-06T00:00:00Z,R/14/586A,0,1,0,0,0,0
590,14,1959-11-06T00:00:00Z,R/14/586B,0,1,0,0,0,0
591,14,1959-11-06T00:00:00Z,R/14/586C,0,1,0,0,0,0
592,14,1959-11-06T00:00:00Z,R/14/586D,0,1,0,0,0,0
593,14,1959-11-06T00:00:00Z,R/14/590,0,1,1,0,0,0
594,14,1959-11-06T00:00:00Z,R/19/595,0,0,0,0,0,1
595,14,1959-11-07T00:00:00Z,R/14/600,0,1,1,0,0,0
596,14,1959-11-04T00:00:00Z,R/14/612,0,0,0,0,0,1
597,14,1959-11-04T00:00:00Z,R/14/613,0,0,0,0,0,1
598,14,1959-11-04T00:00:00Z,R/14/621,0,0,0,0,0,0
599,14,1959-12-02T00:00:00Z,R/14/632,0,0,0,0,1,0
600,14,1959-12-02T00:00:00Z,R/14/637A,0,0,0,0,0,1
601,14,1959-12-02T00:00:00Z,R/14/637B,0,0,0,0,0,0
602,14,1959-12-02T00:00:00Z,R/14/641,0,0,0,0,0,0
603,14,1959-12-04T00:00:00Z,R/14/647,0,0,0,0,0,0
604,14,1959-12-06T00:00:00Z,R/14/704,0,0,0,0,0,0
605,14,1959-12-06T00:00:00Z,R/14/707,0,0,0,0,1,0
606,14,1959-12-07T00:00:00Z,R/14/715,0,0,0,0,0,0
607,14,1959-12-07T00:00:00Z,R/14/717,0,0,0,0,0,0
608,14,1959-12-02T00:00:00Z,R/14/726,0,0,0,0,1,0
609,14,1959-12-02T00:00:00Z,R/14/746A,0,0,0,0,1,0
610,14,1959-12-02T00:00:00Z,R/14/746B,0,0,0,1,0,0
611,14,1959-12-02T00:00:00Z,R/14/746C,0,0,0,0,1,0
612,14,1959-12-02T00:00:00Z,R/14/746D,0,0,0,0,1,0
613,14,1959-12-02T00:00:00Z,R/14/747A,0,0,0,0,1,0
614,14,1959-12-02T00:00:00Z,R/14/747B,0,0,0,1,0,0
615,14,1959-12-02T00:00:00Z,R/14/747C,0,0,0,0,1,0
616,14,1959-12-02T00:00:00Z,R/14/773A,0,0,0,0,1,0
617,14,1959-12-02T00:00:00Z,R/14/773B,0,0,0,0,1,0
618,14,1959-12-02T00:00:00Z,R/14/773C,0,0,0,0,1,0
619,14,1959-12-02T00:00:00Z,R/14/774A,0,0,0,0,1,0
620,14,1959-12-02T00:00:00Z,R/14/774B,0,0,0,0,1,0
621,14,1959-12-02T00:00:00Z,R/14/774C,0,0,0,0,1,0
622,14,1959-12-02T00:00:00Z,R/14/775A,0,0,0,0,1,0
623,14,1959-12-02T00:00:00Z,R/14/775B,0,0,0,0,1,0
624,14,1959-12-02T00:00:00Z,R/14/775C,0,0,0,0,1,0
625,14,1959-12-02T00:00:00Z,R/14/775D,0,0,0,0,1,0
626,14,1959-12-02T00:00:00Z,R/14/783,0,0,0,0,1,0
729,16,1961-09-07T00:00:00Z,R/16/74,0,0,0,0,0,0
730,16,1961-09-07T00:00:00Z,R/16/77,0,0,0,0,0,0
731,16,1961-10-04T00:00:00Z,R/16/398,0,0,0,0,0,0
732,16,1961-10-04T00:00:00Z,R/16/406,0,0,0,0,0,0
733,16,1961-10-02T00:00:00Z,R/16/494,0,0,0,0,0,0
734,16,1961-10-06T00:00:00Z,R/16/507,0,1,0,0,0,0
735,16,1961-10-06T00:00:00Z,R/16/521,0,0,0,0,0,0
736,16,1961-10-06T00:00:00Z,R/16/527,0,1,0,0,0,0
737,16,1961-11-05T00:00:00Z,R/16/568,0,1,0,0,0,0
738,16,1961-11-07T00:00:00Z,R/16/606,0,1,1,0,0,0
739,16,1961-11-07T00:00:00Z,R/16/658,0,0,0,0,1,0
740,16,1961-11-02T00:00:00Z,R/16/806,0,1,1,0,0,0
741,16,1961-11-02T00:00:00Z,R/16/807A,0,1,1,0,0,0
742,16,1961-11-02T00:00:00Z,R/16/807B,0,1,1,1,0,0
743,16,1961-11-02T00:00:00Z,R/16/807C,0,1,1,0,0,0
744,16,1961-11-02T00:00:00Z,R/16/808,0,1,1,0,0,0
745,16,1961-11-05T00:00:00Z,R/16/871A,0,0,0,0,1,0
746,16,1961-11-05T00:00:00Z,R/16/871B,0,0,0,0,1,0
747,16,1961-11-05T00:00:00Z,R/16/873,0,0,0,0,1,0
748,16,1961-11-05T00:00:00Z,R/16/875,0,0,0,0,1,0
749,16,1961-11-05T00:00:00Z,R/16/876,0,0,0,0,1,0
750,16,1961-11-06T00:00:00Z,R/16/887,0,0,0,0,0,0
751,16,1961-11-06T00:00:00Z,R/16/888A,0,0,0,0,0,0
752,16,1961-11-06T00:00:00Z,R/16/888B,0,0,0,0,0,0
753,16,1961-11-06T00:00:00Z,R/16/889A,0,0,0,0,0,0
754,16,1961-11-06T00:00:00Z,R/16/889B,0,0,0,0,0,0
755,16,1961-12-03T00:00:00Z,R/16/1029,0,0,0,0,1,0
756,16,1961-12-04T00:00:00Z,R/16/1068A,0,0,0,0,0,0
757,16,1961-12-04T00:00:00Z,R/16/1068B,0,0,0,0,0,0
758,16,1961-12-04T00:00:00Z,R/2/1069A,0,0,0,0,0,0
759,16,1961-12-04T00:00:00Z,R/16/2/1069B,0,0,0,0,0,0
760,16,1961-12-04T00:00:00Z,R/16/1069C,0,0,0,0,0,0
761,16,1961-12-07T00:00:00Z,R/16/1077,0,0,0,0,0,0
762,16,1961-12-01T00:00:00Z,R/16/1104A,0,0,0,0,1,0
763,16,1961-12-01T00:00:00Z,R/16/1104B,0,0,0,0,1,0
764,16,1961-12-01T00:00:00Z,R/16/1105A,0,0,0,0,1,0
765,16,1961-12-01T00:00:00Z,R/16/1105B,0,0,0,0,1,0
766,16,1961-12-01T00:00:00Z,R/16/1108,0,0,0,0,0,1
767,16,1961-12-01T00:00:00Z,R/16/1109,0,0,0,0,0,1
768,16,1961-12-01T00:00:00Z,R/16/1114A,0,0,0,0,0,1
769,16,1961-12-01T00:00:00Z,R/16/1114B,0,0,0,0,0,1
770,16,1961-12-01T00:00:00Z,R/16/1114C,0,0,0,0,0,1
771,16,1961-12-02T00:00:00Z,R/16/1138,0,0,0,0,0,0
772,16,1961-12-02T00:00:00Z,R/16/1141,0,0,0,0,1,0
773,16,1961-12-02T00:00:00Z,R/16/1147A,1,0,0,0,0,0
774,16,1961-12-02T00:00:00Z,R/16/1147B,1,0,0,0,0,0
775,16,1961-12-02T00:00:00Z,R/16/1147C,1,0,0,0,0,0
776,16,1961-12-02T00:00:00Z,R/16/1147D,1,0,0,0,0,0
777,16,1961-12-02T00:00:00Z,R/16/1153,0,0,0,0,0,0
778,16,1961-12-02T00:00:00Z,R/16/1156A,0,0,0,0,0,0
779,16,1961-12-02T00:00:00Z,R/16/1156B,0,0,0,0,0,0
780,16,1961-12-02T00:00:00Z,R/16/1158,0,0,0,0,0,0
781,16,1961-12-02T00:00:00Z,R/16/1162,0,0,0,0,0,0
782,16,1961-12-02T00:00:00Z,R/16/1173,0,0,0,0,0,0
783,16,1961-12-02T00:00:00Z,R/16/1179,0,0,0,0,0,0
784,16,1962-01-04T00:00:00Z,R/16/1345,0,0,0,0,1,0
785,16,1962-01-04T00:00:00Z,R/16/1349A,0,0,0,0,1,0
786,16,1962-01-04T00:00:00Z,R/16/1349B,0,0,0,0,0,0
787,16,1962-01-04T00:00:00Z,R/16/1349C,0,0,0,0,1,0
788,16,1962-01-04T00:00:00Z,R/16/1350,0,0,0,0,1,0
789,16,1962-02-06T00:00:00Z,R/16/1356,0,0,0,0,0,0
790,16,1962-02-07T00:00:00Z,R/16/1361,0,0,0,0,0,0
791,16,1962-02-07T00:00:00Z,R/16/1362A,0,0,0,0,0,0
792,16,1962-02-07T00:00:00Z,R/16/1362B,0,0,0,0,0,0
793,16,1962-02-07T00:00:00Z,R/16/1362C,0,0,0,0,0,0
794,16,1962-02-03T00:00:00Z,R/16/1376,0,0,0,0,1,0
795,16,1962-06-01T00:00:00Z,R/16/1398,0,0,0,0,1,0
796,16,1962-06-02T00:00:00Z,R/16/1510A,0,0,0,0,0,0
797,16,1962-06-02T00:00:00Z,R/16/1510B,0,0,0,0,0,0
798,16,1962-06-02T00:00:00Z,R/16/1511A,0,0,0,0,0,0
799,16,1962-06-02T00:00:00Z,R/16/1511B,0,0,0,0,1,0
800,16,1962-06-02T00:00:00Z,R/16/1511C,0,0,0,0,1,0
801,16,1962-06-03T00:00:00Z,R/16/1548,0,0,0,0,1,0
802,16,1962-06-03T00:00:00Z,R/16/1549A,0,0,0,0,1,0
803,16,1962-06-03T00:00:00Z,R/16/1549B,0,0,0,0,1,0
850,18,1963-09-06T00:00:00Z,R/18/1881A,0,0,0,1,0,0
851,18,1963-10-01T00:00:00Z,R/18/1881B,0,0,0,1,0,0
852,18,1963-10-01T00:00:00Z,R/18/1881C,0,0,0,0,0,0
853,18,1963-10-04T00:00:00Z,R/18/1883,0,0,0,0,1,0
854,18,1963-10-01T00:00:00Z,R/18/1885,0,0,0,0,0,0
855,18,1963-10-04T00:00:00Z,NA,0,0,0,0,0,0
856,18,1963-11-02T00:00:00Z,R/18/1889,0,0,0,0,1,0
857,18,1963-11-02T00:00:00Z,R/18/1899,0,0,1,0,1,0
858,18,1963-11-07T00:00:00Z,R/18/1903A,0,0,0,0,0,0
859,18,1963-11-07T00:00:00Z,R/18/1903B,0,0,0,0,0,0
860,18,1963-11-02T00:00:00Z,R/18/1909,0,1,1,0,0,0
861,18,1963-11-02T00:00:00Z,R/18/1911,0,1,1,0,0,0
862,18,1963-12-03T00:00:00Z,R/18/1912,1,0,0,0,0,0
863,18,1963-12-03T00:00:00Z,R/18/1913,0,0,0,0,1,0
864,18,1963-12-05T00:00:00Z,R/18/1916,0,0,0,0,0,0
865,18,1963-12-04T00:00:00Z,R/18/1948,0,0,0,0,0,0
866,18,1963-12-04T00:00:00Z,R/18/1956,0,0,0,0,1,0
867,18,1963-12-05T00:00:00Z,NA,0,0,0,0,0,0
868,18,1963-12-05T00:00:00Z,NA,0,0,0,0,0,0
869,18,1963-12-06T00:00:00Z,R/18/1964,0,0,0,0,0,0
870,18,1963-12-02T00:00:00Z,R/18/1967A,0,0,0,0,0,0
871,18,1963-12-02T00:00:00Z,R/18/1967B,0,0,0,0,0,0
872,18,1963-12-02T00:00:00Z,R/18/1978A,0,0,0,1,0,0
