rcid,session,date,unres,me,nu,di,hr,co,ec
4779,62,2007-12-10T00:00:00Z,R/62/84,1,0,0,0,0,0
4780,62,2007-12-10T00:00:00Z,R/62/80,1,0,0,0,0,0
4781,62,2007-12-10T00:00:00Z,R/62/81,1,0,0,0,0,0
4782,62,2007-12-10T00:00:00Z,R/62/83,1,0,0,0,0,0
4783,62,2007-12-10T00:00:00Z,R/62/85,1,0,0,0,0,0
4784,62,2007-12-10T00:00:00Z,R/62/82,1,0,0,0,0,0
4785,62,2007-12-17T00:00:00Z,R/62/119,0,0,0,0,1,0
4786,62,2007-12-17T00:00:00Z,R/62/120,0,0,0,0,1,0
4787,62,2007-12-17T00:00:00Z,R/62/113,0,0,0,0,1,1
4788,62,2007-12-17T00:00:00Z,R/62/112,0,0,0,0,1,0
4789,62,2007-12-17T00:00:00Z,R/62/106,1,0,0,1,1,0
4790,62,2007-12-17T00:00:00Z,R/62/107,1,0,0,1,1,0
4791,62,2007-12-17T00:00:00Z,R/62/103,1,0,0,0,0,0
4792,62,2007-12-17T00:00:00Z,R/62/105,1,0,0,0,0,0
4793,62,2007-12-17T00:00:00Z,R/62/114,0,0,0,0,1,0
4794,62,2007-12-17T00:00:00Z,R/62/102,1,0,0,0,0,0
4795,62,2007-12-17T00:00:00Z,R/62/108,1,0,0,1,1,0
4796,62,2007-12-17T00:00:00Z,R/62/110,1,0,0,1,1,0
4797,62,2007-12-17T00:00:00Z,R/62/104,1,0,0,0,0,0
4798,62,2007-12-18T00:00:00Z,R/62/142,0,0,0,1,0,0
4799,62,2007-12-18T00:00:00Z,R/62/143,1,0,0,1,0,0
4800,62,2007-12-18T00:00:00Z,R/62/162,0,0,0,1,0,0
4801,62,2007-12-18T00:00:00Z,R/62/149,0,0,0,1,0,0
4802,62,2007-12-18T00:00:00Z,R/62/163,0,0,0,1,0,0
4803,62,2007-12-18T00:00:00Z,R/62/154,0,0,0,1,0,0
4804,62,2007-12-18T00:00:00Z,R/62/164,0,0,0,1,0,0
4805,62,2007-12-18T00:00:00Z,R/62/151,0,0,0,1,0,0
4806,62,2007-12-18T00:00:00Z,R/62/150,0,0,0,1,0,0
4807,62,2007-12-18T00:00:00Z,R/62/169,0,0,0,1,0,0
4808,62,2007-12-18T00:00:00Z,R/62/146,1,0,0,0,1,0
4809,62,2007-12-18T00:00:00Z,R/62/145,0,0,0,1,1,0
4810,62,2007-12-18T00:00:00Z,R/62/161,0,0,0,1,0,1
4811,62,2007-12-18T00:00:00Z,R/62/166,0,0,0,1,0,0
4812,62,2007-12-18T00:00:00Z,R/62/141,0,0,0,1,0,0
4813,62,2007-12-18T00:00:00Z,R/62/167,0,0,0,1,0,0
4814,62,2007-12-18T00:00:00Z,R/62/168,0,0,0,1,0,0
4815,62,2007-12-19T00:00:00Z,R/62/184,0,0,0,0,0,1
4816,62,2007-12-19T00:00:00Z,R/62/183,0,0,0,0,0,1
4817,62,2007-12-19T00:00:00Z,R/62/181,1,0,0,0,1,1
4818,62,2007-12-19T00:00:00Z,R/62/190,0,0,0,0,0,1
4819,62,2007-12-19T00:00:00Z,R/62/188,0,0,0,0,0,1
4820,62,2007-12-22T00:00:00Z,R/62/222,0,0,0,1,0,0
4821,62,2007-12-22T00:00:00Z,R/62/241,0,0,0,0,0,0
4822,62,2007-12-22T00:00:00Z,R/62/236,0,0,0,0,0,0
4823,62,2007-12-22T00:00:00Z,R/62/218,0,0,0,1,0,0
4824,62,2007-12-22T00:00:00Z,R/62/215,0,0,0,0,0,0
4825,62,2007-12-22T00:00:00Z,R/62/220,1,0,0,1,0,0
4826,62,2007-12-22T00:00:00Z,R/62/216,0,0,1,0,0,0
4827,62,2007-12-22T00:00:00Z,R/62/219,0,0,0,1,0,0
4828,62,2008-03-14T00:00:00Z,R/62/243,0,0,0,0,0,0
4829,62,2008-04-14T00:00:00Z,R/62/249,0,0,0,0,0,1
4830,62,2008-06-30T00:00:00Z,R/62/270,0,0,0,0,0,1
4979,64,2009-10-28T00:00:00Z,R/64/6,0,0,0,0,0,1
4980,64,2009-11-05T00:00:00Z,R/64/10,0,0,0,1,0,0
4981,64,2009-12-02T00:00:00Z,R/64/16,1,0,0,0,0,0
4982,64,2009-12-02T00:00:00Z,R/64/17,1,0,0,0,0,0
4983,64,2009-12-02T00:00:00Z,R/64/18,1,0,0,0,0,0
4984,64,2009-12-02T00:00:00Z,R/64/19,1,0,0,0,0,0
4985,64,2009-12-02T00:00:00Z,R/64/20,1,0,0,0,0,0
4986,64,2009-12-02T00:00:00Z,R/64/21,1,0,0,0,0,0
4987,64,2009-12-02T00:00:00Z,R/64/23,0,0,0,0,0,0
4988,64,2009-12-02T00:00:00Z,R/64/28,0,0,1,0,0,0
4989,64,2009-12-02T00:00:00Z,R/64/31,0,1,1,0,0,0
4990,64,2009-12-02T00:00:00Z,R/64/34,0,0,1,0,0,0
4991,64,2009-12-02T00:00:00Z,R/64/37,0,1,1,0,0,0
4992,64,2009-12-02T00:00:00Z,R/64/39,0,1,0,0,0,0
4993,64,2009-12-02T00:00:00Z,R/64/42,0,0,1,0,0,0
4994,64,2009-12-02T00:00:00Z,R/64/44,0,1,0,0,0,0
4995,64,2009-12-02T00:00:00Z,R/64/47,0,1,1,0,0,0
4996,64,2009-12-02T00:00:00Z,R/64/48,0,0,1,0,0,1
4997,64,2009-12-02T00:00:00Z,R/64/50,0,0,1,0,0,1
4998,64,2009-12-02T00:00:00Z,R/64/52,0,1,1,0,0,0
4999,64,2009-12-02T00:00:00Z,R/64/53,0,1,1,0,0,0
5000,64,2009-12-02T00:00:00Z,R/64/54,0,0,1,0,0,0
5001,64,2009-12-02T00:00:00Z,R/64/55,0,1,1,0,0,0
5002,64,2009-12-02T00:00:00Z,R/64/56,0,0,1,0,0,0
5003,64,2009-12-02T00:00:00Z,R/64/57,0,1,1,0,0,0
5004,64,2009-12-02T00:00:00Z,R/64/59,0,1,1,0,0,0
5005,64,2009-12-02T00:00:00Z,R/64/66,1,1,1,0,0,0
5006,64,2009-12-02T00:00:00Z,R/64/69,0,1,0,0,0,0
5007,64,2009-12-02T00:00:00Z,R/64/27,0,1,0,0,0,0
5008,64,2009-12-04T00:00:00Z,R/64/71,0,0,0,0,0,0
5009,64,2009-12-10T00:00:00Z,R/64/89,1,0,0,0,0,0
5010,64,2009-12-10T00:00:00Z,R/64/90,1,0,0,0,0,0
5011,64,2009-12-10T00:00:00Z,R/64/91,1,0,0,1,1,0
5012,64,2009-12-10T00:00:00Z,R/64/93,1,0,0,1,1,0
5013,64,2009-12-10T00:00:00Z,R/64/94,1,0,0,1,1,0
5014,64,2009-12-10T00:00:00Z,R/64/98,0,0,0,0,1,1
5015,64,2009-12-10T00:00:00Z,R/64/99,0,0,0,0,1,0
5016,64,2009-12-10T00:00:00Z,R/64/105,0,0,0,0,1,0
5017,64,2009-12-10T00:00:00Z,R/64/88,0,0,0,0,0,0
5018,64,2009-12-10T00:00:00Z,R/64/106,0,0,0,0,1,0
5019,64,2009-12-10T00:00:00Z,R/64/87,1,0,0,0,0,0
5020,64,2009-12-10T00:00:00Z,R/64/92,1,0,0,1,1,0
5021,64,2009-12-10T00:00:00Z,R/64/95,1,0,0,1,1,0
5022,64,2009-12-10T00:00:00Z,R/64/97,0,0,0,0,1,0
5023,64,2009-12-18T00:00:00Z,R/64/147,0,0,0,1,0,0
5024,64,2009-12-18T00:00:00Z,R/64/160,0,0,0,1,0,0
5025,64,2009-12-18T00:00:00Z,R/64/170,0,0,0,1,0,0
5026,64,2009-12-18T00:00:00Z,R/64/172,0,0,0,1,0,1
5027,64,2009-12-18T00:00:00Z,R/64/173,0,0,0,1,0,0
5028,64,2009-12-18T00:00:00Z,R/64/174,0,0,0,1,0,0
5029,64,2009-12-18T00:00:00Z,R/64/175,0,0,0,1,0,0
5030,64,2009-12-18T00:00:00Z,R/64/176,0,0,0,1,0,0
5031,64,2009-12-18T00:00:00Z,R/64/148,1,0,0,1,0,0
5032,64,2009-12-18T00:00:00Z,R/64/150,1,0,0,0,1,0
5033,64,2009-12-18T00:00:00Z,R/64/151,0,0,0,1,1,0
5034,64,2009-12-18T00:00:00Z,R/64/152,0,0,0,1,0,0
5035,64,2009-12-18T00:00:00Z,R/64/156,0,0,0,1,0,0
5036,64,2009-12-18T00:00:00Z,R/64/157,0,0,0,1,0,0
5037,64,2009-12-21T00:00:00Z,R/64/195,1,0,0,0,0,1
5038,64,2009-12-21T00:00:00Z,R/64/185,1,0,0,0,1,1
5039,64,2009-12-21T00:00:00Z,R/64/188,0,0,0,0,0,1
5040,64,2009-12-21T00:00:00Z,R/64/209,0,0,0,0,0,1
5041,64,2009-12-21T00:00:00Z,R/64/197,0,0,0,0,0,1
5042,64,2009-12-21T00:00:00Z,R/64/189,0,0,0,0,0,1
5043,64,2009-12-24T00:00:00Z,R/64/238,0,0,0,1,0,0
5044,64,2010-02-26T00:00:00Z,R/64/254,0,0,0,1,0,0
5045,64,2010-06-24T00:00:00Z,R/64/282,1,0,0,0,0,0
5046,64,2010-07-28T00:00:00Z,R/64/292,0,0,0,1,0,0
5047,64,2010-09-07T00:00:00Z,R/64/296,0,0,0,0,0,1
5116,66,2011-11-18T00:00:00Z,R/66/11,0,0,0,0,0,0
5117,66,2011-11-18T00:00:00Z,R/66/12,0,0,0,0,0,0
5118,66,2011-12-19T00:00:00Z,R/66/136,0,0,0,1,0,0
5119,66,2011-11-30T00:00:00Z,R/66/14,1,0,0,0,0,0
5120,66,2011-12-19T00:00:00Z,R/66/143,0,0,0,1,0,0
5121,66,2011-12-19T00:00:00Z,R/66/144,1,0,0,1,0,0
5122,66,2011-12-19T00:00:00Z,R/66/146,1,0,0,0,1,0
5123,66,2011-12-19T00:00:00Z,R/66/147,0,0,0,1,1,0
5124,66,2011-11-30T00:00:00Z,R/66/15,1,0,0,0,0,0
5125,66,2011-12-19T00:00:00Z,R/66/153,0,0,0,1,0,0
5126,66,2011-12-19T00:00:00Z,R/66/154,0,0,0,1,0,0
5127,66,2011-12-19T00:00:00Z,R/66/155,0,0,0,1,0,1
5128,66,2011-12-19T00:00:00Z,R/66/156,0,0,0,1,0,0
5129,66,2011-12-19T00:00:00Z,R/66/159,0,0,0,1,0,0
5130,66,2011-11-30T00:00:00Z,R/66/16,1,0,0,0,0,0
5131,66,2011-12-19T00:00:00Z,R/66/161,0,0,0,1,0,0
5132,66,2011-11-30T00:00:00Z,R/66/17,1,0,0,0,0,0
5133,66,2011-12-19T00:00:00Z,R/66/174,0,0,0,1,0,0
5134,66,2011-12-19T00:00:00Z,R/66/175,0,0,0,1,0,0
5135,66,2011-12-19T00:00:00Z,R/66/176,1,0,0,1,0,0
5136,66,2011-11-30T00:00:00Z,R/66/18,1,0,0,0,0,0
5137,66,2011-12-22T00:00:00Z,R/66/186,0,0,0,0,0,1
5138,66,2011-11-30T00:00:00Z,R/66/19,1,0,0,0,0,0
5139,66,2011-12-22T00:00:00Z,R/66/192,1,0,0,0,0,1
5140,66,2011-12-22T00:00:00Z,R/66/195,0,0,0,0,0,1
5141,66,2011-09-16T00:00:00Z,R/66/1A,0,0,0,0,0,0
5142,66,2011-12-02T00:00:00Z,R/66/21,0,0,1,0,0,1
5143,66,2011-12-02T00:00:00Z,R/66/22,0,0,0,0,0,0
5144,66,2011-12-22T00:00:00Z,R/66/225,1,0,0,0,1,1
5145,66,2011-12-24T00:00:00Z,R/66/230,0,0,0,1,0,0
5146,66,2011-12-24T00:00:00Z,R/66/231,0,0,0,0,0,0
5147,66,2011-12-02T00:00:00Z,R/66/26,0,1,0,0,0,0
5148,66,2011-12-02T00:00:00Z,R/66/27,0,0,1,0,0,0
5149,66,2011-12-02T00:00:00Z,R/66/28,0,1,1,0,0,0
5150,66,2011-12-02T00:00:00Z,R/66/29,0,0,1,0,0,0
5151,66,2011-12-02T00:00:00Z,R/66/32,0,0,1,0,0,0
5152,66,2011-12-02T00:00:00Z,R/66/33,0,1,1,0,0,0
5153,66,2011-12-02T00:00:00Z,R/66/37,0,0,1,0,0,0
5154,66,2011-12-02T00:00:00Z,R/66/39,0,0,1,0,0,0
5155,66,2011-12-02T00:00:00Z,R/66/40,0,1,1,0,0,0
5156,66,2011-12-02T00:00:00Z,R/66/44,0,1,0,0,0,0
5157,66,2011-12-02T00:00:00Z,R/66/45,0,1,1,0,0,0
5158,66,2011-12-02T00:00:00Z,R/66/46,0,1,1,0,0,0
5159,66,2011-12-02T00:00:00Z,R/66/48,0,1,1,0,0,0
5160,66,2011-12-02T00:00:00Z,R/66/49,0,0,1,0,0,0
5161,66,2011-12-02T00:00:00Z,R/66/51,0,1,1,0,0,0
5162,66,2011-12-02T00:00:00Z,R/66/57,0,1,1,0,0,0
5163,66,2011-10-25T00:00:00Z,R/66/6,0,0,0,0,0,1
5164,66,2011-12-02T00:00:00Z,R/66/61,1,1,1,0,0,0
5165,66,2011-12-02T00:00:00Z,R/66/64,0,1,0,0,0,0
5166,66,2011-12-09T00:00:00Z,R/66/72,1,0,0,0,0,0
5167,66,2011-12-09T00:00:00Z,R/66/73,0,0,0,0,0,0
5168,66,2011-12-09T00:00:00Z,R/66/74,1,0,0,0,0,0
5169,66,2011-12-09T00:00:00Z,R/66/75,1,0,0,0,0,0
5170,66,2011-12-09T00:00:00Z,R/66/76,1,0,0,1,1,0
5171,66,2011-12-09T00:00:00Z,R/66/77,1,0,0,1,1,0
5172,66,2011-12-09T00:00:00Z,R/66/78,1,0,0,1,1,0
5173,66,2011-12-09T00:00:00Z,R/66/79,1,0,0,1,1,0
5174,66,2011-12-09T00:00:00Z,R/66/80,1,0,0,1,1,0
5175,66,2011-12-09T00:00:00Z,R/66/82,0,0,0,0,1,0
5176,66,2011-12-09T00:00:00Z,R/66/83,0,0,0,0,1,1
5177,66,2011-12-09T00:00:00Z,R/66/84,0,0,0,0,1,0
5178,66,2011-12-09T00:00:00Z,R/66/90,0,0,0,0,1,0
5179,66,2012-04-09T00:00:00Z,R/66/257,0,0,0,0,0,0
5180,66,2012-02-16T00:00:00Z,R/66/253,1,0,0,0,0,0
5249,68,2013-10-29T00:00:00Z,R/68/8,0,0,0,0,0,0
5250,68,2013-11-26T00:00:00Z,R/68/17,1,0,0,0,0,0
5251,68,2013-11-26T00:00:00Z,R/68/16,1,0,0,0,0,0
5252,68,2013-11-26T00:00:00Z,R/68/15,1,0,0,0,0,0
5253,68,2013-11-26T00:00:00Z,R/68/14,1,0,0,0,0,0
5254,68,2013-11-26T00:00:00Z,R/68/13,1,0,0,0,0,0
5255,68,2013-11-26T00:00:00Z,R/68/12,1,0,0,0,0,0
5256,68,2013-12-05T00:00:00Z,R/68/24,0,0,0,0,0,0
5257,68,2013-12-05T00:00:00Z,R/68/28,0,1,0,0,0,0
5258,68,2013-12-05T00:00:00Z,R/68/29,0,0,1,0,0,0
5259,68,2013-12-05T00:00:00Z,R/68/30,0,0,1,0,0,0
5260,68,2013-12-05T00:00:00Z,R/68/31,0,0,1,0,0,0
5261,68,2013-12-05T00:00:00Z,R/68/32,0,1,1,0,0,0
5262,68,2013-12-05T00:00:00Z,R/68/35,0,1,1,0,0,0
5263,68,2013-12-05T00:00:00Z,R/68/38,0,0,1,0,0,0
5264,68,2013-12-05T00:00:00Z,R/68/39,0,1,1,0,0,0
5265,68,2013-12-05T00:00:00Z,R/68/40,0,1,1,0,0,0
5266,68,2013-12-05T00:00:00Z,R/68/42,0,1,0,0,0,0
5267,68,2013-12-05T00:00:00Z,R/68/43,0,0,1,0,0,0
5268,68,2013-12-05T00:00:00Z,R/68/44,0,0,1,0,0,0
5269,68,2013-12-05T00:00:00Z,R/68/46,0,1,1,0,0,0
5270,68,2013-12-05T00:00:00Z,R/68/51,0,1,1,0,0,0
5271,68,2013-12-05T00:00:00Z,R/68/56,0,0,1,0,0,0
5272,68,2013-12-05T00:00:00Z,R/68/58,0,1,1,0,0,0
5273,68,2013-12-05T00:00:00Z,R/68/65,0,1,1,0,0,0
5274,68,2013-12-05T00:00:00Z,R/68/68,0,1,1,0,0,0
5275,68,2013-12-05T00:00:00Z,R/68/47,0,1,1,0,0,0
5276,68,2013-12-09T00:00:00Z,R/68/70,0,0,0,0,0,0
5277,68,2013-12-11T00:00:00Z,R/68/88,0,0,0,0,1,1
5278,68,2013-12-11T00:00:00Z,R/68/97,0,0,0,0,1,0
5279,68,2013-12-11T00:00:00Z,R/68/96,0,0,0,0,1,0
5280,68,2013-12-11T00:00:00Z,R/68/89,0,0,0,0,1,0
5281,68,2013-12-11T00:00:00Z,R/68/83,1,0,0,1,1,0
5282,68,2013-12-11T00:00:00Z,R/68/82,1,0,0,1,1,0
5283,68,2013-12-11T00:00:00Z,R/68/81,1,0,0,1,1,0
5284,68,2013-12-11T00:00:00Z,R/68/80,1,0,0,1,1,0
5285,68,2013-12-11T00:00:00Z,R/68/76,1,0,0,0,0,0
5286,68,2013-12-11T00:00:00Z,R/68/79,1,0,0,0,0,0
5287,68,2013-12-11T00:00:00Z,R/68/84,1,0,0,0,1,0
5288,68,2013-12-11T00:00:00Z,R/68/87,0,0,0,0,1,0
5289,68,2013-12-11T00:00:00Z,R/68/78,1,0,0,0,0,0
5290,68,2013-12-11T00:00:00Z,R/68/77,1,0,0,0,0,0
5291,68,2013-12-18T00:00:00Z,R/68/182,0,0,0,1,0,0
5292,68,2013-12-18T00:00:00Z,R/68/175,0,0,0,1,0,0
5293,68,2013-12-18T00:00:00Z,R/68/168,0,0,0,1,0,0
5294,68,2013-12-18T00:00:00Z,R/68/161,0,0,0,1,0,0
5295,68,2013-12-18T00:00:00Z,R/68/162,0,0,0,1,0,0
5296,68,2013-12-18T00:00:00Z,R/68/158,0,0,0,1,0,1
5297,68,2013-12-18T00:00:00Z,R/68/159,0,0,0,1,0,0
5298,68,2013-12-18T00:00:00Z,R/68/154,1,0,0,1,1,0
5299,68,2013-12-18T00:00:00Z,R/68/152,0,0,0,1,1,0
5300,68,2013-12-18T00:00:00Z,R/68/151,0,0,0,1,0,0
5301,68,2013-12-18T00:00:00Z,R/68/150,0,0,0,1,0,0
5302,68,2013-12-18T00:00:00Z,R/68/144,0,0,0,1,0,0
5303,68,2013-12-18T00:00:00Z,R/68/184,0,0,0,1,0,0
5304,68,2013-12-20T00:00:00Z,R/68/200,0,0,0,0,0,1
5305,68,2013-12-20T00:00:00Z,R/68/209,0,0,0,0,0,1
5306,68,2013-12-20T00:00:00Z,R/68/235,1,0,0,1,1,0
5307,68,2013-12-20T00:00:00Z,R/68/206,0,0,0,0,0,1
5308,68,2013-12-27T00:00:00Z,R/68/241,0,0,0,1,0,0
5309,68,2014-03-27T00:00:00Z,R/68/262,0,0,0,0,0,0
5310,68,2014-06-05T00:00:00Z,R/68/274,0,0,0,1,0,0
5311,68,2014-06-30T00:00:00Z,R/68/292,0,0,0,0,0,0
5312,68,2014-09-09T00:00:00Z,R/68/304,0,0,0,0,0,1
9001,2,1947-05-06T00:00:00Z,SS/1/59,0,0,0,0,0,0
9002,2,1947-05-06T00:00:00Z,SS/1/114,1,0,0,0,0,0
9003,2,1947-05-06T00:00:00Z,SS/1/115,1,0,0,0,0,0
9004,2,1947-05-02T00:00:00Z,SS/1/175,1,0,0,0,0,0
9005,2,1947-05-02T00:00:00Z,SS/1/176A,1,0,0,0,0,0
9006,2,1947-05-02T00:00:00Z,SS/1/176B,1,0,0,0,0,0
9014,16,1961-08-01T00:00:00Z,SS/3/139,0,0,0,0,0,0
9015,18,1963-06-04T00:00:00Z,SS/4/23A,0,0,0,0,0,0
9016,18,1963-06-04T00:00:00Z,SS/4/23B,0,0,0,0,0,0
9017,18,1963-06-04T00:00:00Z,SS/4/23C,0,0,0,0,0,0
9042,22,1967-07-02T00:00:00Z,ESS/5/70,1,0,0,0,0,0
9043,22,1967-07-02T00:00:00Z,ESS/5/71,1,0,0,0,0,0
9044,22,1967-07-02T00:00:00Z,ESS/5/77,1,0,0,0,0,0
9045,22,1967-07-02T00:00:00Z,ESS/5/80,1,0,0,0,0,0
9046,22,1967-07-02T00:00:00Z,ESS/5/85,1,0,0,0,1,0
9047,22,1967-07-02T00:00:00Z,ESS/5/86,1,0,0,0,0,0
9048,22,1967-07-02T00:00:00Z,ESS/5/90,1,0,0,0,0,0
9049,22,1967-07-02T00:00:00Z,ESS/5/95,1,0,0,0,0,0
9050,22,1967-07-02T00:00:00Z,ESS/5/96,1,0,0,0,0,0
9051,22,1967-07-02T00:00:00Z,ESS/5/100,1,0,0,0,1,0
9052,22,1967-07-02T00:00:00Z,ESS/5/101,1,0,0,0,0,0
9053,22,1967-07-02T00:00:00Z,ESS/5/102,1,0,0,0,0,0
9054,22,1967-07-05T00:00:00Z,ESS/5/41,1,0,0,0,0,0
9055,22,1967-07-05T00:00:00Z,ESS/5/97,0,0,0,0,0,0
9056,22,1967-07-05T00:00:00Z,ESS/5/100,1,0,0,0,0,0
